group,screen,story_id,status,priority,user_story,evidence,gap
Configuration/Compensation,Compensation,COMP-08,partial,Low,"As an HR admin, I want to cancel my changes, so that I can discard edits I no longer want to keep",kensium-artifacts.ts 'Compensation' artifact only; no Cancel/discard behavior,Add Cancel to discard unsaved Compensation changes
Configuration/Confirmation,Confirmation Approvers,CA-01,done,High,"As an HR admin, I want to view a list of confirmation approvers showing group ID, location, approver(s) and applicability, so that I can see who approves employee confirmations","config-probation.tsx approver groups table: applicability, locations, departments, positions, approvers",
Configuration/Confirmation,Confirmation Approvers,CA-02,done,High,"As an HR admin, I want to add a new confirmation approver, so that I can define who is responsible for approving confirmations",config-probation.tsx 'Add group' dialog saves new confirmation approver group,
Configuration/Confirmation,Confirmation Approvers,CA-03,done,Medium,"As an HR admin, I want to search and filter approvers by Location, Department and Position level, so that I can quickly find relevant approver configurations",config-probation.tsx location/department/position filter selects on approver groups,
Configuration/Confirmation,Confirmation Approvers,CA-04,done,Low,"As an HR admin, I want to reset the search filters, so that I can start a new search from a clean state",config-probation.tsx Reset button clears all three filters,
Configuration/Confirmation,Confirmation Approvers,CA-05,partial,Medium,"As an HR admin, I want to view and edit an existing approver entry, so that I can maintain accurate approval rules",Approver group list exists in config-probation.tsx,No View/Edit action on approver group rows; entries cannot be modified
Configuration/Confirmation,Confirmation Questions,CQ-01,partial,High,"As an HR admin, I want to enable employee confirmation questions via the configuration toggle, so that confirmation questionnaires are used in the process",lifecycle config-tab.tsx has module toggle; question bank in config-probation.tsx,No dedicated 'perform confirmation questions' Yes/No toggle for the questionnaire itself
Configuration/Confirmation,Confirmation Questions,CQ-02,done,High,"As an HR admin, I want to add a new confirmation question with type, options, score and display order, so that I can build the confirmation questionnaire","config-probation.tsx 'Add question' dialog: text, type, score, options, order, used-in",
Configuration/Confirmation,Confirmation Questions,CQ-03,done,Medium,"As an HR admin, I want to view questions with their attributes such as question type, mandatory flag and question category, so that I can review the questionnaire setup","config-probation.tsx question bank table: Question, Type, Score, Mandatory, Used-in chips",
Configuration/Confirmation,Confirmation Questions,CQ-04,done,Medium,"As an HR admin, I want to preview the confirmation, peer review and periodic confirmation questionnaires, so that I can verify how they appear before use",config-probation.tsx Preview buttons per use + questionnaire preview dialog,
Configuration/Confirmation,Confirmation Questions,CQ-05,partial,Medium,"As an HR admin, I want to edit an existing question, so that I can keep the questionnaire content up to date",Question bank table exists in config-probation.tsx,No Edit action on question rows; questions cannot be updated after creation
Configuration/Confirmation,Confirmation Questions,CQ-06,partial,Low,"As an HR admin, I want to organize questions by type, so that the questionnaire is structured logically",Questions sorted by display order in config-probation.tsx,No 'Organize Questions Type' grouping/reordering by question type
Configuration/Confirmation,Confirmation Questions,CQ-07,partial,Low,"As an HR admin, I want to refresh the questions list, so that I see the latest saved questions",Question bank table renders live store state,"No explicit Refresh action on the questions list (templates have one, questions do not)"
Configuration/Confirmation,Email Templates,CET-01,done,High,"As an HR admin, I want to view the list of confirmation email templates with their type and description, so that I know which emails are sent during the confirmation process",config-templates.tsx Confirmation section lists Email-kind templates with type/description,
Configuration/Confirmation,Email Templates,CET-02,done,Medium,"As an HR admin, I want to view the details of a specific email template, so that I can review its content and configuration",config-templates.tsx View dialog shows template content,
Configuration/Confirmation,Email Templates,CET-03,done,Low,"As an HR admin, I want to refresh the email templates list, so that I see the most current set of templates",config-templates.tsx Refresh button per section,
Configuration/Confirmation,Letter Templates,CLT-01,done,High,"As an HR admin, I want to view the list of confirmation letter templates with their type and description, so that I can manage the letters issued during confirmation",config-templates.tsx Confirmation section lists Letter-kind templates with type/description,
Configuration/Confirmation,Letter Templates,CLT-02,done,Medium,"As an HR admin, I want to view a specific letter template such as Employee Confirmation or Probation Extension, so that I can review its content",config-templates.tsx View dialog shows letter body with merge fields,
Configuration/Confirmation,Letter Templates,CLT-03,done,Low,"As an HR admin, I want to refresh the letter templates list, so that I see the latest templates",config-templates.tsx Refresh button per section,
Configuration/Confirmation,Notification Templates,CNT-01,done,High,"As an HR admin, I want to view the list of confirmation notification templates with their type and description, so that I can manage in-app notifications for confirmations",config-templates.tsx Confirmation section lists Notification-kind templates with type/description,
Configuration/Confirmation,Notification Templates,CNT-02,done,Medium,"As an HR admin, I want to view a specific notification template, so that I can review its content and settings",config-templates.tsx View button opens template body dialog,
Configuration/Confirmation,Notification Templates,CNT-03,done,Low,"As an HR admin, I want to refresh the notification templates list, so that I see the latest templates",config-templates.tsx Refresh button per section,
Configuration/Confirmation,Setup,CS-01,done,High,"As a System admin, I want to enable or disable the Confirmation Management Module, so that I can control whether confirmation features are available in the HRMS",config-tab.tsx 'Do you want to enable the Confirmation Management Module?' switch (confirmationModuleEnabled),
Configuration/Confirmation,Setup,CS-02,partial,Medium,"As a System admin, I want to save the setup and proceed to the next configuration step, so that I can continue configuring the confirmation process in sequence",Toggle saves immediately in config-tab.tsx; Setup artifact in kensium-artifacts.ts,No Save & Next stepper flow through confirmation configuration steps
Configuration/Confirmation,Setup,CS-03,partial,Low,"As a System admin, I want to cancel the setup without saving, so that I can discard unintended changes",Setup toggle exists in config-tab.tsx,No Cancel/discard — toggle applies instantly with no unsaved-changes state
